nb,Parasite,Host,site,PSR,Type,,,,,,
6521,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0,Helminth,0,0,0,1,0,0
6526,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0.073,Helminth,0,0,0,1,0,0
6531,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0.167,Helminth,0,0,0,1,0,0
6536,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0.034,Helminth,0,0,0,1,0,0
6541,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0.117,Helminth,0,0,0,1,0,0
6546,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0,Helminth,0,0,0,1,0,0
6551,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0,Helminth,0,0,0,1,0,0
6556,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0,Helminth,0,0,0,1,0,0
6562,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0.05,Helminth,0,0,0,1,0,0
6707,Giardia sp.,Piliocolobus tephrosceles,Kibale,0.057,Protozoa,0,0,0,1,0,0
6519,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.458,Helminth,0,0,0,1,0,0
6525,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.635,Helminth,0,0,0,1,0,0
6530,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.542,Helminth,0,0,0,1,0,0
6535,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.6,Helminth,0,0,0,1,0,0
6540,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.628,Helminth,0,0,0,1,0,0
6545,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.334,Helminth,0,0,0,1,0,0
6550,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.276,Helminth,0,0,0,1,0,0
6555,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.364,Helminth,0,0,0,1,0,0
6560,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.48,Helminth,0,0,0,1,0,0
8159,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.418,Helminth,0,0,0,1,0,0
8160,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.35,Helminth,0,0,0,1,0,0
8161,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.56,Helminth,0,0,0,1,0,0
6696,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,,Helminth,0,0,0,1,0,0
3585,Ascaris sp.,Piliocolobus tephrosceles,Kibale,0.001,Helminth,0,0,0,1,0,0
3600,Entamoeba histolytica,Piliocolobus tephrosceles,Kibale,0.035,Protozoa,1,0,0,1,0,0
3985,Entamoeba histolytica,Piliocolobus tephrosceles,Kibale,0.06,Protozoa,1,0,0,1,0,0
3986,Entamoeba histolytica,Piliocolobus tephrosceles,Kibale,0.03,Protozoa,1,0,0,1,0,0
3579,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.028,Helminth,0,0,0,1,0,0
3658,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.02,Helminth,0,0,0,1,0,0
3659,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.02,Helminth,0,0,0,1,0,0
3662,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.05,Helminth,0,0,0,1,0,0
3663,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.07,Helminth,0,0,0,1,0,0
3668,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.24,Helminth,0,0,0,1,0,0
3669,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.03,Helminth,0,0,0,1,0,0
3670,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.006,Helminth,0,0,0,1,0,0
3671,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0,Helminth,0,0,0,1,0,0
3686,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.03,Helminth,0,0,0,1,0,0
3692,Oesophagostomum sp.,Piliocolobus tephrosceles,Crater Lake Nkuruba,0.005,Helminth,0,0,0,1,0,0
3886,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.05,Helminth,0,0,0,1,0,0
3979,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.05,Helminth,0,0,0,1,0,0
3980,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.02,Helminth,0,0,0,1,0,0
6694,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,,Helminth,0,0,0,1,0,0
7637,Balantidium coli,Piliocolobus tephrosceles,Mahale,0,Protozoa,1,0,0,1,0,0
7140,Lentivirus Simian immunodeficiency virus,Piliocolobus tephrosceles,Kibale,0.226,Virus,1,1,1,0,0,0
7632,Strongyloides sp.,Piliocolobus tephrosceles,Mahale,0.06,Helminth,0,0,0,1,0,0
7639,Entamoeba sp.,Piliocolobus tephrosceles,Mahale,0.49,Protozoa,0,0,0,0,0,0
3594,Bertiella sp.,Piliocolobus tephrosceles,Kibale,0.001,Helminth,0,0,0,0,0,1
7634,Bertiella sp.,Piliocolobus tephrosceles,Mahale,0,Helminth,0,0,0,0,0,1
3292,Trichuris sp.,Piliocolobus tephrosceles,Crater Lake Nkuruba,,Helminth,0,0,0,1,0,0
3588,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.378,Helminth,0,0,0,1,0,0
3977,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.4,Helminth,0,0,0,1,0,0
3978,Trichuris sp.,Piliocolobus tephrosceles,Kibale,0.36,Helminth,0,0,0,1,0,0
6697,Trichuris sp.,Piliocolobus tephrosceles,Kibale,,Helminth,0,0,0,1,0,0
7633,Trichuris sp.,Piliocolobus tephrosceles,Mahale,0.43,Helminth,0,0,0,1,0,0
7627,Streptopharagus sp.,Piliocolobus tephrosceles,Mahale,0,Helminth,0,0,0,0,0,1
7629,Enterobius sp.,Piliocolobus tephrosceles,Mahale,0.01,Helminth,1,0,0,1,0,0
6523,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.017,Helminth,0,0,0,1,0,0
6528,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.074,Helminth,0,0,0,1,0,0
6533,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.167,Helminth,0,0,0,1,0,0
6538,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.034,Helminth,0,0,0,1,0,0
6543,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.047,Helminth,0,0,0,1,0,0
6548,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.112,Helminth,0,0,0,1,0,0
6553,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.003,Helminth,0,0,0,1,0,0
6558,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0,Helminth,0,0,0,1,0,0
6561,Oesophagostomum sp.,Piliocolobus tephrosceles,Kibale,0.057,Helminth,0,0,0,1,0,0
7628,Probstmayria gombensis,Piliocolobus tephrosceles,Mahale,0,Helminth,1,0,0,1,0,0
7631,Chitwoodspirura sp.,Piliocolobus tephrosceles,Mahale,0.02,Helminth,0,0,0,0,0,1
3591,Colobenterobius sp.,Piliocolobus tephrosceles,Kibale,0.004,Helminth,1,0,0,1,0,0
7326,Spumavirus Simian foamy virus,Piliocolobus tephrosceles,Kibale,1,Virus,1,1,1,0,0,0
7328,Spumavirus Simian foamy virus,Piliocolobus tephrosceles,Kibale,0.944,Virus,1,1,1,0,0,0
7142,Spumavirus Simian foamy virus,Piliocolobus tephrosceles,Kibale,0.97,Virus,1,1,1,0,0,0
3573,Strongyloides fuelleborni,Piliocolobus tephrosceles,Kibale,0.035,Helminth,0,0,0,1,0,0
3576,Strongyloides stercoralis,Piliocolobus tephrosceles,Kibale,0.004,Helminth,0,0,0,1,0,0
7630,Oesophagostomum sp.,Piliocolobus tephrosceles,Mahale,0.27,Helminth,0,0,0,1,0,0
7325,Deltaretrovirus sp.,Piliocolobus tephrosceles,Kibale,0.1,Virus,1,1,1,0,0,0
7329,Deltaretrovirus sp.,Piliocolobus tephrosceles,Kibale,0,Virus,1,1,1,0,0,0
7894,Deltaretrovirus sp.,Piliocolobus tephrosceles,Kibale,0.036,Virus,1,1,1,0,0,0
6968,Giardia intestinalis,Piliocolobus tephrosceles,Kibale,,Protozoa,0,0,0,1,0,0
7635,Troglocorys cava,Piliocolobus tephrosceles,Mahale,0,Protozoa,,,,,,
6698,Colobenterobius sp.,Piliocolobus tephrosceles,Kibale,,Helminth,1,0,0,1,0,0
6712,Colobenterobius colobis,Piliocolobus tephrosceles,Kibale,1,Helminth,1,0,0,1,0,0
7626,Primasubulura sp.,Piliocolobus tephrosceles,Mahale,0,Helminth,1,0,0,0,0,0
8645,Arterivirus Simian hemorrhagic fever virus,Piliocolobus tephrosceles,Kanyawara,0.4,Virus,1,0,,1,0,0
8646,Arterivirus Simian hemorrhagic fever virus,Piliocolobus tephrosceles,Kanyawara,0.467,Virus,1,0,,1,0,0
8602,Plasmodium vivax,Pithecia irrorata,Rondonia,0,Protozoa,0,0,0,0,1,0
8563,Plasmodium falciparum,Pithecia irrorata,Rondonia,0,Protozoa,0,0,0,0,1,0
8603,Plasmodium simium,Pithecia irrorata,Rondonia,0,Protozoa,0,0,0,0,1,0
2808,Plasmodium brasilianum,Pithecia irrorata,Samuel,0.05,Protozoa,0,0,0,0,1,0
3742,Plasmodium brasilianum,Pithecia irrorata,Samuel,0,Protozoa,0,0,0,0,1,0
8562,Plasmodium brasilianum,Pithecia irrorata,Rondonia,0.333,Protozoa,0,0,0,0,1,0
3751,Trypanosoma cruzi,Pithecia irrorata,Samuel,0.028,Protozoa,0,0,0,0,1,0
3768,Trypanosoma devei,Pithecia irrorata,Samuel,0.028,Protozoa,0,0,0,0,1,0
3776,Trypanosoma minasense,Pithecia irrorata,Samuel,0.021,Protozoa,0,0,0,0,1,0
3791,Trypanosoma mycetae,Pithecia irrorata,Samuel,0.333,Protozoa,0,0,0,0,1,0
3760,Trypanosoma rangeli,Pithecia irrorata,Samuel,0.055,Protozoa,0,0,0,0,1,0
3783,Trypanosoma rangeli,Pithecia irrorata,Samuel,0,Protozoa,0,0,0,0,1,0
3712,Flavivirus Yellow Fever,Pithecia pithecia,Petit Saut,0.5,Virus,0,0,0,0,1,0
3965,Dipetalonema sp.,Pithecia pithecia,Petit Saut,0.5,Helminth,0,0,0,0,1,0
2126,Trypanoxyuris trypanuris,Pithecia pithecia,FRENCH GUIANA,,Helminth,1,0,0,1,0,0
1900,Plasmodium sp.,Pithecia pithecia,Sinnamary,0.25,Protozoa,0,0,0,0,1,0
4005,Plasmodium sp.,Pithecia pithecia,Petit Saut,0.8,Protozoa,0,0,0,0,1,0
3846,Plasmodium falciparum,Pithecia pithecia,Sinnamary region,0.667,Protozoa,0,0,0,0,1,0
877,Alphavirus Mayaro virus,Pithecia pithecia,French Guiana,0.8,Virus,0,0,0,0,1,0
2223,Trypanosoma lambrechti,Pithecia pithecia,BRAZIL,,Protozoa,0,0,0,0,1,0
4641,Trypanosoma lambrechti,Pithecia pithecia,BRAZIL,,Protozoa,0,0,0,0,1,0
282,Plasmodium simium,Pithecia pithecia,Amazonas,0,Protozoa,0,0,0,0,1,0
3964,Mansonella sp.,Pithecia pithecia,Petit Saut,0.5,Helminth,0,0,0,0,1,0
3704,Trypanosoma sp.,Pithecia pithecia,Petit Saut,0.5,Protozoa,0,0,0,0,1,0
281,Plasmodium brasilianum,Pithecia pithecia,Amazonas,0,Protozoa,0,0,0,0,1,0
1899,Plasmodium brasilianum,Pithecia pithecia,Sinnamary,0,Protozoa,0,0,0,0,1,0
2281,Plasmodium brasilianum,Pithecia pithecia,SOUTH AMERICA,0.06,Protozoa,0,0,0,0,1,0
2807,Plasmodium brasilianum,Pithecia pithecia,Balbina,0.12,Protozoa,0,0,0,0,1,0
3705,Plasmodium brasilianum,Pithecia pithecia,Petit Saut,0.167,Protozoa,0,0,0,0,1,0
2163,Trypanoxyuris trypanuris,Pithecia pithecia,FRENCH GUIANA,,Helminth,1,0,0,1,0,0
3972,Mycoplasma sp.,Pithecia pithecia,Petit Saut,,Bacteria,,,,0,,0
3713,Alphavirus Mayaro virus,Pithecia pithecia,Petit Saut,1,Virus,0,0,0,0,1,0
3852,Plasmodium brasilianum,Pithecia pithecia,Sinnamary region,0,Protozoa,0,0,0,0,1,0
3848,Plasmodium vivax,Pithecia pithecia,Sinnamary region,0,Protozoa,0,0,0,0,1,0
3850,Plasmodium vivax,Pithecia pithecia,Sinnamary region,0,Protozoa,0,0,0,0,1,0
3844,Plasmodium vivax,Pithecia pithecia,Sinnamary region,0,Protozoa,0,0,0,0,1,0
3711,Alphavirus Tonate virus,Pithecia pithecia,Petit Saut,0,Virus,0,0,0,0,1,0
4794,Pneumocystis carinii,Pithecia pithecia,French Guiana,1,Fungus,1,0,0,0,0,0
520,Plasmodium pitheci,Pongo pygmaeus,Eastern Sabah,,Protozoa,0,0,0,0,1,0
1814,Plasmodium pitheci,Pongo pygmaeus,Borneo,0.55,Protozoa,0,0,0,0,1,0
3038,Plasmodium pitheci,Pongo pygmaeus,Sepilok,0.84,Protozoa,0,0,0,0,1,0
10677,Plasmodium pitheci,Pongo pygmaeus,Eastern Sabah,,Protozoa,0,0,0,0,1,0
509,Flavivirus Langat,Pongo pygmaeus,Eastern Sabah,0,Virus,0,0,0,0,1,0
1149,Flavivirus Langat,Pongo pygmaeus,Sabah,0,Virus,0,0,0,0,1,0
941,Entamoeba coli,Pongo pygmaeus,Ketambe,1,Protozoa,1,0,0,1,0,0
942,Entamoeba coli,Pongo pygmaeus,Tanjung Putting,0.09,Protozoa,1,0,0,1,0,0
3256,Orthohepadnavirus Hepatitis B virus,Pongo pygmaeus,Kalimantan,0.28,Virus,1,1,0,0,0,0
519,Leptospira sp.,Pongo pygmaeus,Eastern Sabah,,Bacteria,0,0,0,0,0,0
510,Flavivirus Tembusu,Pongo pygmaeus,Eastern Sabah,0.02,Virus,0,0,0,0,1,0
1151,Flavivirus Tembusu,Pongo pygmaeus,Sabah,0.03,Virus,0,0,0,0,1,0
1154,Dirofilaria immitis,Pongo pygmaeus,Borneo,,Helminth,0,0,0,0,1,0
3275,Dirofilaria immitis,Pongo pygmaeus,Borneo,,Helminth,0,0,0,0,1,0
506,Flavivirus Dengue virus,Pongo pygmaeus,Eastern Sabah,0.27,Virus,0,0,0,0,1,0
511,Alphavirus Chikungunya virus,Pongo pygmaeus,Eastern Sabah,0,Virus,0,0,0,0,1,0
1133,Alphavirus Chikungunya virus,Pongo pygmaeus,Sabah,0,Virus,0,0,0,0,1,0
1127,Enterovirus Enterovirus C,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1117,Influenzavirus A Influenza A virus,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
518,Mastadenovirus sp.,Pongo pygmaeus,Eastern Sabah,0.088,Virus,1,0,0,1,0,0
949,Ascaris sp.,Pongo pygmaeus,Ketambe,0,Helminth,0,0,0,1,0,0
950,Ascaris sp.,Pongo pygmaeus,Tanjung Putting,0,Helminth,0,0,0,1,0,0
514,Orthopneumovirus Human respiratory syncytial virus,Pongo pygmaeus,Eastern Sabah,0.029,Virus,1,0,0,0,0,0
943,Entamoeba histolytica,Pongo pygmaeus,Ketambe,0.25,Protozoa,1,0,0,1,0,0
944,Entamoeba histolytica,Pongo pygmaeus,Tanjung Putting,0.18,Protozoa,1,0,0,1,0,0
513,Orthobunyavirus Bunyamwera orthobunyavirus,Pongo pygmaeus,Eastern Sabah,0,Virus,0,0,0,0,1,0
1138,Orthobunyavirus Bunyamwera orthobunyavirus,Pongo pygmaeus,Sabah,0,Virus,0,0,0,0,1,0
515,Rotavirus sp.,Pongo pygmaeus,Eastern Sabah,0.29,Virus,1,0,0,1,0,0
517,Enterovirus Enterovirus B,Pongo pygmaeus,Eastern Sabah,0.02,Virus,1,,,1,0,0
1118,Influenzavirus B Influenza B virus,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1153,Leipertrema rewelli,Pongo pygmaeus,Borneo,,Helminth,0,0,0,0,0,1
945,Balantidium coli,Pongo pygmaeus,Ketambe,0.87,Protozoa,1,0,0,1,0,0
946,Balantidium coli,Pongo pygmaeus,Tanjung Putting,0.36,Protozoa,1,0,0,1,0,0
951,Strongyloides sp.,Pongo pygmaeus,Ketambe,0.75,Helminth,0,0,0,1,0,0
952,Strongyloides sp.,Pongo pygmaeus,Tanjung Putting,0.36,Helminth,0,0,0,1,0,0
512,Alphavirus Sindbis virus,Pongo pygmaeus,Eastern Sabah,0.1,Virus,0,0,0,0,1,0
4752,Deltaretrovirus Primate T-lymphotropic virus 1,Pongo pygmaeus,Kalimantan,,Virus,1,1,1,0,0,0
508,Flavivirus Zika,Pongo pygmaeus,Eastern Sabah,0.12,Virus,0,0,0,0,1,0
1152,Flavivirus Zika,Pongo pygmaeus,Sabah,0.13,Virus,0,0,0,0,1,0
955,Bertiella sp.,Pongo pygmaeus,Ketambe,0,Helminth,0,0,0,0,0,1
956,Bertiella sp.,Pongo pygmaeus,Tanjung Putting,0,Helminth,0,0,0,0,0,1
947,Trichuris sp.,Pongo pygmaeus,Ketambe,0.125,Helminth,0,0,0,1,0,0
948,Trichuris sp.,Pongo pygmaeus,Tanjung Putting,0,Helminth,0,0,0,1,0,0
953,Mammomonogamus sp.,Pongo pygmaeus,Ketambe,0,Helminth,0,0,0,1,0,1
954,Mammomonogamus sp.,Pongo pygmaeus,Tanjung Putting,0,Helminth,0,0,0,1,0,1
516,Human gammaherpesvirus 4,Pongo pygmaeus,Eastern Sabah,1,Virus,1,0,0,0,0,0
507,Flavivirus Japanese encephalitis,Pongo pygmaeus,Eastern Sabah,0.375,Virus,0,0,0,0,1,0
1148,Flavivirus Japanese encephalitis,Pongo pygmaeus,Sabah,0.38,Virus,0,0,0,0,1,0
1139,Mastadenovirus sp.,Pongo pygmaeus,Sabah,0.05,Virus,1,0,0,1,0,0
1132,Cytomegalovirus Cercopithecine betaherpesvirus 5,Pongo pygmaeus,Sabah,0,Virus,1,1,1,0,0,0
1108,Cytomegalovirus Panine betaherpesvirus 2,Pongo pygmaeus,Sabah,0,Virus,1,1,1,0,0,0
1140,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0.018,Virus,1,,,1,0,0
1109,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1110,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1111,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1112,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1113,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1114,Enterovirus Enterovirus B,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1147,Flavivirus Dengue virus,Pongo pygmaeus,Sabah,0.28,Virus,0,0,0,0,1,0
1141,Human gammaherpesvirus 4,Pongo pygmaeus,Sabah,1,Virus,1,0,0,0,0,0
1115,Cardiovirus Cardiovirus A,Pongo pygmaeus,Sabah,0,Virus,1,0,0,1,0,0
1116,Filoviridae sp.,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1142,Spumavirus Simian foamy virus,Pongo pygmaeus,Sabah,0.75,Virus,1,1,1,0,0,0
1119,Hepatovirus Hepatitis A,Pongo pygmaeus,Sabah,0,Virus,1,0,0,1,0,0
1120,Orthohepadnavirus Hepatitis B virus,Pongo pygmaeus,Sabah,0,Virus,1,1,0,0,0,0
1121,Simplexvirus Human alphaherpesvirus 1,Pongo pygmaeus,Sabah,0,Virus,1,1,1,0,0,0
1122,Simplexvirus Human alphaherpesvirus 2,Pongo pygmaeus,Sabah,0,Virus,1,1,1,0,0,0
1107,Simplexvirus Human alphaherpesvirus 1,Pongo pygmaeus,Sabah,0,Virus,1,1,1,0,0,0
1124,Orthopoxvirus monkeypox,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1143,Rubulavirus Mumps virus,Pongo pygmaeus,Sabah,0.2,Virus,1,0,0,0,0,0
1125,Respirovirus Human parainfluenza virus 1,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1126,Rubulavirus Human parainfluenza virus 2,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1144,Respirovirus Human parainfluenza virus 3,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1128,Enterovirus Enterovirus C,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1129,Enterovirus Enterovirus C,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1130,Enterovirus Enterovirus C,Pongo pygmaeus,Sabah,0,Virus,1,,,1,0,0
1145,Orthopneumovirus Human respiratory syncytial virus,Pongo pygmaeus,Sabah,0.018,Virus,1,0,0,0,0,0
1146,Rotavirus rotavirus A,Pongo pygmaeus,Sabah,0.27,Virus,1,0,0,1,0,0
1131,Rubivirus rubella,Pongo pygmaeus,Sabah,0,Virus,1,0,1,0,0,0
1123,Morbillivirus Measles virus,Pongo pygmaeus,Sabah,0,Virus,1,0,0,0,0,0
1135,Lentivirus Simian immunodeficiency virus,Pongo pygmaeus,Sabah,0,Virus,1,1,1,0,0,0
1136,Betaretrovirus sp.,Pongo pygmaeus,Sabah,0,Virus,1,,1,1,0,0
1134,Varicellovirus sp.,Pongo pygmaeus,Sabah,0,Virus,1,1,0,0,0,0
1150,Alphavirus Sindbis virus,Pongo pygmaeus,Sabah,0.1,Virus,0,0,0,0,1,0
4642,Trypanosoma evansi,Pongo pygmaeus,Sumatra,,Protozoa,0,0,0,0,1,0
1137,Varicellovirus Human herpesvirus 3,Pongo pygmaeus,Sabah,0,Virus,1,1,0,0,0,0
9234,Endolimax nana,Procolobus verus,Tai National Park,0.14,Protozoa,1,0,0,1,0,0
9229,Trichostrongylus sp.,Procolobus verus,Tai National Park,0.054,Helminth,0,0,0,1,0,0
9230,Dicrocoelium sp.,Procolobus verus,Tai National Park,0.039,Helminth,0,0,0,0,0,1
9231,Entamoeba coli,Procolobus verus,Tai National Park,0.612,Protozoa,1,0,0,1,0,0
9237,Chilomastix mesnili,Procolobus verus,Tai National Park,0.209,Protozoa,1,0,0,1,0,0
8058,Lentivirus Simian immunodeficiency virus,Procolobus verus,Tai National Park,0,Virus,1,1,1,0,0,0
9232,Entamoeba sp.,Procolobus verus,Tai National Park,0.295,Protozoa,0,0,0,0,0,0
9227,Ternidens sp.,Procolobus verus,Tai National Park,0,Helminth,0,0,0,0,0,0
9226,Strongyloides stercoralis,Procolobus verus,Tai National Park,0.178,Helminth,0,0,0,1,0,0
9235,Iodamoeba butschlii,Procolobus verus,Tai National Park,0.388,Protozoa,1,0,0,1,0,0
9238,Giardia sp.,Procolobus verus,Tai National Park,0.093,Protozoa,0,0,0,1,0,0
9223,Oesophagostomum sp.,Procolobus verus,Tai National Park,0.047,Helminth,0,0,0,1,0,0
9233,Entamoeba hartmanni,Procolobus verus,Tai National Park,0.248,Protozoa,1,0,0,1,0,0
9236,Balantidium coli,Procolobus verus,Tai National Park,0.116,Protozoa,1,0,0,1,0,0
9225,Strongyloides sp.,Procolobus verus,Tai National Park,0.744,Helminth,0,0,0,1,0,0
9221,Ancylostoma sp.,Procolobus verus,Tai National Park,0.047,Helminth,0,0,0,1,0,0
1763,Lentivirus Simian immunodeficiency virus,Procolobus verus,Potoru,0,Virus,1,1,1,0,0,0
9228,Trichuris sp.,Procolobus verus,Tai National Park,0.93,Helminth,0,0,0,1,0,0
9239,Blastocystis sp.,Procolobus verus,Tai National Park,0.085,Protozoa,0,0,0,0,0,0
9222,Chitwoodspirura sp.,Procolobus verus,Tai National Park,0,Helminth,0,0,0,0,0,1
9220,Anatrichosoma sp.,Procolobus verus,Tai National Park,0,Helminth,0,0,0,1,0,0
9224,Subulura sp.,Procolobus verus,Tai National Park,0,Helminth,0,0,0,0,0,1
8055,Lentivirus Simian immunodeficiency virus,Procolobus verus,Tai National Park,0.5,Virus,1,1,1,0,0,0
10493,Lentivirus Simian immunodeficiency virus,Procolobus verus,Tai National Park,1,Virus,1,1,1,0,0,0
6315,Flavivirus West Nile Virus,Propithecus diadema,Tsinjoarivo,0,Virus,0,0,0,0,1,0
6313,Reovirus sp.,Propithecus diadema,Tsinjoarivo,0,Virus,1,0,0,0,0,0
6324,Toxoplasma gondii,Propithecus diadema,Tsinjoarivo,0,Protozoa,0,0,0,0,0,1
6320,Deltaretrovirus Primate T-lymphotropic virus 1,Propithecus diadema,Tsinjoarivo,0,Virus,1,1,1,0,0,0
6316,Simplexvirus Human alphaherpesvirus 1,Propithecus diadema,Tsinjoarivo,0,Virus,1,1,1,0,0,0
7973,Plasmodium sp.,Propithecus diadema,Tsinjoarivo,0,Protozoa,0,0,0,0,1,0
6321,Lentivirus Simian immunodeficiency virus,Propithecus diadema,Tsinjoarivo,0,Virus,1,1,1,0,0,0
6323,Morbillivirus Measles virus,Propithecus diadema,Tsinjoarivo,0,Virus,1,0,0,0,0,0
6311,Influenzavirus A Influenza A virus,Propithecus diadema,Tsinjoarivo,0,Virus,1,0,0,0,0,0
6309,Mastadenovirus sp.,Propithecus diadema,Tsinjoarivo,0,Virus,1,0,0,1,0,0
6314,Hepatovirus Hepatitis A,Propithecus diadema,Tsinjoarivo,0,Virus,1,0,0,1,0,0
6312,Rotavirus rotavirus A,Propithecus diadema,Tsinjoarivo,0,Virus,1,0,0,1,0,0
6322,Spumavirus Simian foamy virus,Propithecus diadema,Tsinjoarivo,0,Virus,1,1,1,0,0,0
7249,Lemurostrongylus sp.,Propithecus diadema,MADAGASCAR,,Helminth,0,0,0,1,0,0
6317,Simian retrovirus 1,Propithecus diadema,Tsinjoarivo,0,Virus,1,,1,1,,
6318,Simian retrovirus 2,Propithecus diadema,Tsinjoarivo,0,Virus,1,,1,1,,
6319,Betaretrovirus sp.,Propithecus diadema,Tsinjoarivo,0,Virus,1,,1,1,0,0
6310,Simplexvirus Cercopithecine herpesvirus 2,Propithecus diadema,Tsinjoarivo,0,Virus,1,1,0,0,0,0
538,Fasciola sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,0,0,1
4849,Fasciola sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,0,0,1
5001,Fasciola sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,0,0,1
537,Physocephalus sp.,Propithecus edwardsi,Ranomafana,0.111,Helminth,0,0,0,0,0,1
4848,Physocephalus sp.,Propithecus edwardsi,Ranomafana,0.125,Helminth,0,0,0,0,0,1
5000,Physocephalus sp.,Propithecus edwardsi,Ranomafana,0.125,Helminth,0,0,0,0,0,1
6044,Physocephalus sp.,Propithecus edwardsi,Ranomafana,,Helminth,0,0,0,0,0,1
6045,Physocephalus sp.,Propithecus edwardsi,Ranomafana,0,Helminth,0,0,0,0,0,1
8615,Cryptosporidium sp.,Propithecus edwardsi,Ranomafana,0,Protozoa,1,,,1,,
8619,Cryptosporidium sp.,Propithecus edwardsi,Ranomafana,0,Protozoa,1,,,1,,
8621,Giardia sp.,Propithecus edwardsi,Ranomafana,0,Protozoa,0,0,0,1,0,0
8625,Giardia sp.,Propithecus edwardsi,Ranomafana,0,Protozoa,0,0,0,1,0,0
534,Moniezia sp.,Propithecus edwardsi,Ranomafana,0.412,Helminth,0,0,0,0,0,1
4845,Moniezia sp.,Propithecus edwardsi,Ranomafana,0.375,Helminth,0,0,0,0,0,1
4997,Moniezia sp.,Propithecus edwardsi,Ranomafana,0.5,Helminth,0,0,0,0,0,1
